Time(jday),AVRAD(MJ/m2/d),Temperature(oC),CO2,FGMAX(mgCO2/m2/s),EFF(mgCO2/J),SLA*10000,LAI,GPHOT (gCH2O/m2/d),RGR_AV(1/d),MAINT(gCH2O/m2/d),GTW(g/m2/d),WTW(g/m2),WTW-WRT(g/m2),WLV(g/m2),WLV+WST(g/m2),WSO(g/m2),WRT(g/m2),WLVE(g/m2),WSTE(g/m2),WSOE(g/m2),DPARDF(MJ/m2/d),DPARDR(MJ/m2/d)
1,2.48,23.0,24.0,0.06,0.0,347.62,0.43,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,12.3,4.42,0.15,0.63,0.09
2,7.25,23.0,24.0,0.06,0.0,348.18,0.43,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,12.3,4.42,0.22,1.23,0.57
3,1.9,23.0,24.0,0.06,0.0,348.71,0.43,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,12.3,4.42,0.3,0.58,0.02
4,6.3,23.0,24.0,0.06,0.0,349.21,0.43,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,12.3,4.42,0.38,1.06,0.55
5,7.43,23.0,24.0,0.06,0.0,349.69,0.43,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,12.3,4.42,0.45,1.25,0.6
6,7.14,23.0,24.0,0.06,0.0,350.15,0.43,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,12.3,4.42,0.53,1.19,0.61
7,6.87,23.0,24.0,0.06,0.0,350.58,0.43,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,12.3,4.42,0.6,1.14,0.61
8,7.6,23.0,24.0,0.06,0.0,350.99,0.43,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,12.3,4.42,0.67,1.25,0.67
9,2.96,23.0,24.0,0.06,0.0,351.37,0.43,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,12.3,4.42,0.75,0.71,0.16
10,2.02,23.0,24.0,0.06,0.0,351.72,0.43,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,12.3,4.42,0.82,0.57,0.04
11,5.18,23.0,24.0,0.06,0.0,352.05,0.43,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,12.3,4.42,0.9,0.9,0.41
12,3.46,23.0,24.0,0.06,0.0,352.35,0.43,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,12.3,4.42,0.97,0.73,0.23
13,2.23,23.0,24.0,0.06,0.0,352.63,0.43,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,12.3,4.42,1.05,0.69,0.01
14,6.26,23.0,24.0,0.06,0.0,352.89,0.43,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,12.3,4.42,1.12,0.98,0.59
15,3.26,23.0,24.0,0.06,0.0,353.11,0.43,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,12.3,4.42,1.2,0.79,0.17
16,2.41,23.0,24.0,0.06,0.0,353.32,0.43,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,12.3,4.42,1.27,0.74,0.01
17,8.47,23.0,24.0,0.06,0.0,353.49,0.43,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,12.3,4.42,1.35,1.32,0.85
18,8.21,23.0,24.0,0.06,0.0,353.64,0.43,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,12.3,4.42,1.42,1.25,0.85
19,2.01,23.0,24.0,0.06,0.0,353.76,0.44,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,12.3,4.42,1.5,0.6,0.01
20,6.75,23.0,24.0,0.06,0.0,353.86,0.44,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,12.3,4.42,1.57,1.03,0.74
21,6.4,23.0,24.0,0.06,0.0,353.93,0.44,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,12.3,4.42,1.65,1.0,0.65
22,8.64,23.0,24.0,0.06,0.0,353.98,0.44,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,12.3,4.42,1.72,1.3,0.94
23,9.25,23.0,24.0,0.06,0.0,354.0,0.44,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,12.3,4.42,1.8,1.37,1.04
24,2.58,23.0,24.0,0.06,0.0,353.99,0.44,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,12.3,4.42,1.87,0.77,0.04
25,9.56,23.0,24.0,0.06,0.0,353.96,0.44,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,12.3,4.42,1.95,1.46,1.15
26,3.75,23.0,24.0,0.06,0.0,353.9,0.44,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,12.3,4.42,2.02,0.92,0.25
27,9.68,23.0,24.0,0.06,0.0,353.82,0.44,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,12.3,4.42,2.1,1.45,1.24
28,9.39,23.0,24.0,0.06,0.0,353.71,0.44,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,12.3,4.42,2.17,1.4,1.23
29,7.14,23.0,24.0,0.06,0.0,353.57,0.43,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,12.3,4.42,2.25,1.09,0.96
30,8.57,23.0,24.0,0.06,0.0,353.41,0.43,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,12.3,4.42,2.33,1.29,1.21
31,10.32,23.0,24.0,0.06,0.0,353.22,0.43,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,12.3,4.42,2.4,1.5,1.47
32,8.25,23.0,24.0,0.06,0.0,353.0,0.43,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,12.3,4.42,2.48,1.22,1.16
33,7.06,23.0,24.0,0.06,0.0,352.76,0.43,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,12.3,4.42,2.55,1.22,0.94
34,8.9,23.0,24.0,0.06,0.0,352.5,0.43,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,12.3,4.42,2.63,1.26,1.36
35,9.94,23.0,24.0,0.06,0.0,352.21,0.43,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,8.2,4.42,2.7,1.39,1.63
36,6.94,23.0,24.0,0.06,0.0,351.89,0.29,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,8.2,4.42,2.78,1.07,1.08
37,11.37,23.0,24.0,0.06,0.0,351.55,0.29,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,8.2,4.42,2.85,1.59,1.84
38,11.54,23.0,24.0,0.06,0.0,351.18,0.29,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,8.2,4.42,2.93,1.6,1.91
39,10.31,23.0,24.0,0.06,0.0,350.79,0.29,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,8.2,4.42,3.0,1.39,1.6
40,11.24,23.0,24.0,0.06,0.0,350.37,0.29,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,8.2,4.42,3.08,1.53,1.74
41,11.97,23.0,24.0,0.06,0.0,349.92,0.29,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,8.2,4.42,3.15,1.62,1.89
42,9.1,23.0,24.0,0.06,0.0,349.46,0.29,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,8.2,4.42,3.23,1.25,1.35
43,12.11,23.0,24.0,0.06,0.0,348.96,0.29,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,8.2,4.42,3.3,1.61,1.9
44,3.27,23.0,24.0,0.06,0.0,348.45,0.29,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,4.1,4.42,3.38,1.02,0.05
45,12.74,23.0,24.0,0.06,0.0,347.9,0.14,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,4.1,4.42,3.45,1.66,1.89
46,4.41,23.0,24.0,0.06,0.0,347.34,0.14,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,4.1,4.42,3.53,1.22,0.18
47,12.34,23.0,24.0,0.06,0.0,346.75,0.14,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,4.1,4.42,3.6,1.59,1.93
48,4.64,23.0,24.0,0.06,0.0,346.13,0.14,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,4.1,4.42,3.68,1.21,0.28
49,8.51,23.0,24.0,0.06,0.0,345.5,0.14,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,4.1,4.42,3.68,1.45,1.04
50,10.75,23.0,24.0,0.06,0.0,344.83,0.14,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,4.1,4.42,3.68,1.52,1.67
51,2.95,23.0,24.0,0.06,0.0,344.15,0.14,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,4.1,4.42,3.68,0.97,0.01
52,7.36,23.0,24.0,0.06,0.0,343.44,0.14,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,4.1,4.42,3.68,1.28,1.01
53,14.49,23.0,24.0,0.06,0.0,342.71,0.14,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,4.1,4.42,3.68,1.8,2.41
54,14.62,23.0,24.0,0.06,0.0,341.96,0.14,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,4.1,4.42,3.68,1.8,2.49
55,14.82,23.0,24.0,0.06,0.0,341.18,0.14,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,4.1,4.42,3.68,1.81,2.61
56,14.44,23.0,24.0,0.06,0.0,340.38,0.14,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,4.1,4.42,3.68,1.81,2.54
57,9.42,23.0,24.0,0.06,0.0,339.56,0.14,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,4.1,4.42,3.68,1.62,1.26
58,16.05,23.0,24.0,0.06,0.0,338.72,0.14,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,1.76,4.42,3.68,1.97,2.84
59,7.93,23.0,24.0,0.06,0.0,337.86,0.06,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,1.76,4.42,3.68,1.73,0.77
60,16.45,23.0,24.0,0.06,0.0,336.97,0.06,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,1.76,4.42,3.68,2.0,3.03
61,16.83,23.0,24.0,0.06,0.0,336.06,0.06,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,1.76,4.42,3.68,2.04,3.15
62,9.53,23.0,24.0,0.06,0.0,335.14,0.06,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,1.76,4.42,3.68,1.86,1.16
63,13.38,23.0,24.0,0.06,0.0,334.19,0.06,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,1.76,4.42,3.68,1.69,2.51
64,16.33,23.0,24.0,0.06,0.0,333.22,0.06,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,2.01,3.17
65,13.29,23.0,24.0,0.06,0.0,332.23,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.79,2.63
66,4.7,23.0,24.0,0.06,0.0,331.23,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.5,0.06
67,17.56,23.0,24.0,0.06,0.0,330.2,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,2.03,3.76
68,10.94,23.0,24.0,0.06,0.0,329.16,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.71,1.93
69,16.9,23.0,24.0,0.06,0.0,328.09,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.92,3.56
70,16.48,23.0,24.0,0.06,0.0,327.01,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.95,3.38
71,16.37,23.0,24.0,0.06,0.0,325.91,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.98,3.31
72,14.41,23.0,24.0,0.06,0.0,324.79,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.92,2.78
73,10.02,23.0,24.0,0.06,0.0,323.65,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,2.08,1.2
74,19.41,23.0,24.0,0.06,0.0,322.5,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,2.17,4.06
75,17.94,23.0,24.0,0.06,0.0,321.33,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,2.1,3.69
76,9.23,23.0,24.0,0.06,0.0,320.15,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,2.22,0.81
77,8.18,23.0,24.0,0.06,0.0,318.94,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,2.22,0.48
78,7.65,23.0,24.0,0.06,0.0,317.73,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,2.01,0.53
79,19.02,23.0,24.0,0.06,0.0,316.49,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,2.07,4.0
80,5.06,23.0,24.0,0.06,0.0,315.24,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.46,0.28
81,21.41,23.0,24.0,0.06,0.0,313.98,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,2.32,4.62
82,20.23,23.0,24.0,0.06,0.0,312.7,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,2.24,4.3
83,15.44,23.0,24.0,0.06,0.0,311.41,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,2.18,2.94
84,16.58,23.0,24.0,0.06,0.0,310.11,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,2.2,3.27
85,13.05,23.0,24.0,0.06,0.0,308.79,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,2.26,2.15
86,5.24,23.0,24.0,0.06,0.0,307.46,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.72,0.03
87,17.83,23.0,24.0,0.06,0.0,306.12,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,2.16,3.73
88,21.15,23.0,24.0,0.06,0.0,304.77,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,2.31,4.56
89,16.7,23.0,24.0,0.06,0.0,303.4,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,2.1,3.35
90,5.68,23.0,24.0,0.06,0.0,302.02,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,1.77,0.09
91,17.32,23.0,24.0,0.06,0.0,300.64,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,2.41,3.33
92,21.51,23.0,24.0,0.06,0.0,299.24,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,2.23,4.81
93,8.82,23.0,24.0,0.06,0.0,297.83,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,2.51,0.43
94,14.4,23.0,24.0,0.06,0.0,296.41,0.02,0.0,0.0,0.0,0.0,21.15,16.73,12.3,16.73,0.07,4.42,0.59,4.42,3.68,2.45,2.38
